ID;sexo;edad;ocupa;reli;sexismo1;sexismo2;sexismo3;sexismo4;conogay;conoles;amigay;amiles;afe1gay;afe2gay;afe3gay;afe4gay;afe1les;afe2les;afe3les;afe4les;homo1gay;homo2gay;homo3gay;homo4gay;homo5gay;homo6gay;homo7gay;homo1les;homo2les;homo3les;homo4les;homo5les;homo6les;homo7les;int1gay;int2gay;int3gay;int4gay;int1les;int2les;int3les;int4les;DD01_01;DD01_02;DD02_01;DD02_02
86;0;20;1;1;4;4;2;1;0;0;0;0;-99;-99;-99;-99;5;5;5;5;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;4;3;3;5;5;5;5;3
90;1;21;1;4;3;2;3;3;3;0;1;0;-99;-99;-99;-99;3;4;3;3;2;2;3;3;3;3;3;2;2;3;3;3;3;3;-99;-99;-99;-99;3;3;3;3;3;3;4;3
319;1;21;1;2;3;2;1;3;6;2;2;0;-99;-99;-99;-99;5;5;5;5;-99;-99;-99;-99;-99;-99;-99;1;1;1;1;1;1;1;-99;-99;-99;-99;3;4;3;3;-99;-99;-99;-99
752;1;20;1;3;1;4;1;1;2;0;2;0;-99;-99;-99;-99;5;4;4;4;-99;-99;-99;-99;-99;-99;-99;1;1;4;1;4;2;2;-99;-99;-99;-99;3;3;3;3;-99;-99;-99;-99
793;0;20;1;1;2;3;4;3;0;3;0;0;-99;-99;-99;-99;4;4;4;4;-99;-99;-99;-99;-99;-99;-99;1;3;4;4;4;4;4;-99;-99;-99;-99;4;4;4;4;-99;-99;-99;-99
83;1;18;1;4;2;4;1;1;2;0;2;0;-99;-99;-99;-99;4;4;4;3;-99;-99;-99;-99;-99;-99;-99;2;2;4;3;2;3;4;-99;-99;-99;-99;4;3;3;4;-99;-99;-99;-99
379;1;20;1;2;4;4;3;2;0;1;0;0;1;1;1;1;1;1;1;1;3;4;5;5;5;5;5;5;3;4;-99;3;4;5;1;1;1;1;1;1;1;1;3;1;4;1
337;1;25;4;1;4;1;1;3;0;0;0;0;1;1;1;1;1;1;1;1;4;5;4;5;5;5;5;4;5;5;4;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1
900;0;18;1;5;3;4;4;5;1;3;0;1;1;1;1;1;5;4;5;5;4;4;5;5;5;5;5;4;2;5;5;5;4;5;1;1;1;1;5;4;5;5;2;2;4;1
833;0;24;1;2;5;5;3;5;1;2;1;0;2;5;3;3;-99;-99;-99;-99;3;1;1;1;2;3;3;3;-99;-99;-99;-99;-99;-99;3;3;3;3;-99;-99;-99;-99;-99;-99;-99;-99
829;0;-99;-99;-99;5;5;5;5;7;0;0;1;2;4;4;1;1;5;5;5;1;5;1;1;1;1;1;5;1;5;5;5;4;4;4;4;4;1;5;5;4;1;1;1;4;4
277;1;20;1;7;2;2;2;3;0;4;0;0;2;2;3;3;3;4;3;3;2;2;2;2;2;4;4;1;1;1;1;1;2;2;3;-99;3;3;3;3;3;3;4;2;4;4
459;0;20;1;1;1;1;1;1;6;6;4;2;2;2;1;1;4;4;3;3;1;4;1;2;1;2;1;1;4;1;1;2;2;2;5;5;5;5;5;5;-99;5;2;1;2;3
324;0;-99;1;2;4;4;3;3;2;6;3;4;2;3;4;2;4;2;3;3;4;3;3;4;4;3;3;3;2;4;3;2;3;3;4;3;4;2;4;3;4;3;3;4;4;4
585;1;24;1;5;2;2;2;2;6;3;2;1;2;4;3;3;2;4;4;4;1;2;1;1;1;2;2;1;1;2;1;1;2;1;3;3;3;3;3;3;3;3;4;4;4;4
108;0;23;1;3;2;4;2;4;0;1;0;1;2;3;2;2;4;4;4;3;2;2;2;4;2;3;5;2;2;4;4;2;2;4;2;2;2;2;3;3;3;3;4;2;4;4
866;0;20;1;4;5;2;4;3;1;0;0;0;2;4;1;1;1;4;1;1;1;3;5;4;5;5;5;1;2;5;5;5;5;5;1;1;1;1;1;1;1;1;3;1;5;2
631;0;19;1;6;1;1;1;4;2;0;0;0;2;1;2;3;4;4;4;4;3;2;3;2;2;4;3;2;1;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4
791;0;19;1;2;3;4;2;3;0;0;1;0;2;5;3;4;5;5;3;5;2;1;5;5;5;3;5;2;2;5;5;5;3;5;3;4;3;3;3;4;3;3;5;5;5;5
841;0;19;1;1;4;5;3;4;0;3;0;1;2;2;3;2;3;4;3;3;4;4;5;5;4;5;4;1;1;4;4;5;5;3;4;3;4;2;3;4;3;4;4;1;4;5
481;1;18;1;6;2;2;1;1;5;2;0;2;2;4;3;2;4;4;4;3;5;5;5;4;5;5;4;4;5;5;4;5;5;3;2;2;2;1;3;3;1;3;1;1;1;4
50;0;24;1;5;2;2;3;3;0;2;0;2;3;4;4;3;4;4;4;4;5;2;5;4;4;5;4;5;2;5;5;5;5;5;4;3;3;3;4;3;3;3;2;2;1;5
153;1;25;1;6;1;5;1;1;4;0;3;0;3;5;3;3;3;5;3;3;1;1;1;1;3;3;1;1;1;1;1;4;3;1;3;3;3;3;3;3;3;3;-99;-99;-99;-99
218;1;20;1;7;5;4;1;5;1;1;1;0;3;3;3;2;1;3;3;3;5;5;5;1;5;1;5;1;1;5;5;5;1;1;4;4;4;3;4;4;4;3;1;1;4;1
876;0;20;1;2;1;4;4;1;5;5;5;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
675;1;25;3;1;4;3;2;3;2;3;1;2;3;4;4;4;4;4;3;4;4;3;4;2;3;3;3;3;2;3;4;4;2;3;3;4;3;4;4;4;3;2;4;4;3;4
567;1;22;3;1;3;4;1;2;2;1;2;1;3;3;3;3;3;3;3;2;4;2;4;4;5;5;5;3;4;2;2;2;3;3;4;-99;2;4;4;4;4;4;4;5;5;4
817;1;19;1;-99;1;1;1;1;1;3;0;1;3;4;3;3;3;5;3;3;3;2;2;2;2;2;2;3;1;3;2;2;2;2;4;3;3;3;3;3;3;3;5;5;5;5
455;1;18;1;4;4;3;3;4;0;2;0;0;3;5;3;3;3;5;3;3;1;5;1;1;1;1;1;2;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;4;4
908;0;18;1;4;3;4;3;3;2;3;2;4;3;4;4;4;4;4;4;-99;4;2;3;2;2;2;3;4;2;3;2;2;2;2;3;3;4;4;4;3;4;4;4;5;5;5
785;1;25;1;5;2;3;3;3;2;0;1;0;3;4;4;3;3;4;3;3;5;2;4;5;5;3;4;4;3;5;5;5;3;5;3;3;3;3;3;3;3;3;2;2;4;3
173;1;25;1;6;1;3;1;1;5;0;2;0;3;5;4;4;4;5;4;4;1;1;2;1;2;1;1;1;1;1;1;2;2;1;3;3;3;3;3;3;3;3;5;3;5;5
221;1;25;2;1;1;2;3;2;1;2;0;2;3;4;3;3;3;5;3;3;3;1;3;3;3;3;3;2;1;3;3;3;3;3;4;4;5;5;5;5;5;5;5;5;5;5
621;1;25;1;3;2;1;1;3;2;3;2;2;3;3;3;3;-99;-99;-99;-99;2;2;4;3;3;3;3;-99;-99;-99;-99;-99;-99;-99;3;3;3;3;-99;-99;-99;-99;-99;-99;-99;-99
781;0;25;2;3;2;4;2;2;2;2;3;2;3;4;2;2;3;4;3;3;1;2;2;1;2;1;2;1;2;2;2;2;2;2;3;3;3;4;3;3;3;3;4;4;4;4
888;0;25;1;5;3;2;4;4;2;0;0;0;3;5;3;3;3;5;3;3;3;1;3;3;3;2;2;3;1;3;4;3;2;3;3;3;3;3;3;3;3;3;2;1;4;4
524;1;24;3;5;2;3;3;3;1;0;1;0;3;4;3;3;4;4;3;3;2;3;2;3;3;4;3;1;3;4;4;2;3;3;3;3;3;3;3;3;3;3;4;2;2;4
179;0;24;1;1;3;4;2;1;2;1;0;1;3;4;4;3;4;4;4;4;4;2;5;5;5;1;5;4;1;1;2;2;5;1;3;3;3;3;4;4;3;3;4;2;4;2
191;0;24;1;4;3;4;3;3;2;0;2;0;3;3;4;3;3;3;3;2;4;5;4;5;4;5;5;3;5;4;3;3;3;3;2;2;2;2;2;2;2;3;1;1;3;1
206;0;24;1;2;2;4;2;4;3;1;0;0;3;4;3;3;4;5;4;3;4;1;4;2;4;4;2;1;1;2;2;4;2;2;3;3;3;3;3;3;3;3;4;4;5;5
352;1;24;3;2;2;4;2;2;5;0;4;0;3;3;4;3;3;3;3;3;2;1;2;2;4;2;2;2;1;2;2;2;2;2;3;3;3;3;3;3;3;3;5;5;5;5
375;0;24;1;1;3;4;3;3;1;2;0;1;3;4;3;3;4;4;4;3;3;1;4;2;3;2;3;3;1;4;2;3;3;3;3;3;3;2;3;3;3;3;3;3;4;4
389;0;24;1;1;2;4;2;2;2;0;0;0;3;5;4;4;4;5;4;4;2;1;3;4;3;1;1;2;1;3;3;3;1;1;3;3;3;3;3;3;3;3;3;2;5;5
445;0;24;1;1;1;3;1;1;2;1;0;0;3;3;3;3;3;3;3;3;3;1;3;3;2;3;3;3;1;3;3;3;3;4;3;3;3;3;3;3;3;3;5;5;5;5
584;1;24;3;6;5;4;5;5;1;1;0;0;3;4;3;3;3;4;3;3;3;4;5;4;5;5;5;3;2;5;5;5;5;5;3;3;3;3;3;3;3;3;2;1;4;4
601;1;24;4;5;1;3;1;3;4;0;2;0;3;4;3;3;3;4;3;3;3;2;4;3;4;3;3;3;2;4;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;4
612;0;24;3;1;2;4;4;2;2;0;1;0;3;3;3;3;3;3;3;3;3;1;5;5;5;1;5;1;1;1;5;4;1;5;3;3;3;3;3;3;3;3;5;5;5;5
715;0;24;1;1;1;5;4;5;1;2;0;2;3;3;3;3;4;4;4;4;1;1;3;4;3;5;2;1;1;2;4;1;3;3;3;3;3;3;4;4;4;4;4;4;5;3
725;1;24;1;5;1;3;2;1;0;8;6;2;3;4;3;3;3;3;3;3;2;2;2;2;2;3;2;2;2;2;2;2;3;2;3;3;3;3;3;3;3;3;5;4;5;5
775;1;24;1;5;3;3;3;3;6;2;3;0;3;4;3;3;3;4;3;3;4;3;3;2;4;5;3;3;4;3;2;3;5;3;3;3;3;3;3;3;3;3;1;1;3;3
187;1;23;1;4;2;4;2;2;5;4;4;3;3;4;3;3;4;4;3;4;3;3;4;3;4;2;3;3;2;3;3;4;4;3;3;3;3;3;3;3;3;3;4;3;4;4
368;0;23;1;2;4;2;2;4;3;3;0;0;3;4;3;3;4;4;3;3;3;2;5;4;2;1;5;3;2;4;3;3;2;4;3;3;3;3;3;3;3;3;4;2;4;4
457;1;22;1;5;3;5;3;3;1;0;0;0;3;4;4;4;4;3;4;3;2;2;4;3;3;2;3;2;2;3;4;3;2;3;4;4;4;3;4;4;4;3;4;4;4;4
239;0;22;1;6;3;4;3;3;5;2;2;1;3;4;3;3;3;3;3;3;4;3;4;3;3;4;4;3;3;3;3;3;3;3;4;4;3;3;4;4;4;3;2;2;3;3
265;0;22;1;3;3;2;3;3;0;3;0;0;3;3;3;3;3;3;3;3;2;2;3;3;3;1;3;2;2;3;2;2;1;2;3;3;3;3;3;3;3;3;4;4;4;4
402;1;22;1;7;2;4;2;3;1;2;0;0;3;4;3;3;3;4;3;3;3;2;4;2;4;3;3;4;2;4;2;4;3;2;3;3;3;3;3;3;3;3;4;1;3;4
622;0;22;1;2;1;4;1;1;0;1;0;0;3;3;3;3;3;3;3;3;3;1;2;2;3;4;2;3;1;1;1;2;4;2;3;3;3;3;3;3;3;3;5;5;5;5
750;1;22;1;5;3;4;2;3;1;2;0;0;3;4;3;3;3;4;3;3;3;3;4;3;4;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;1;2;4
762;0;22;1;4;3;4;3;2;2;2;0;2;3;5;3;3;3;5;3;4;2;2;3;2;3;3;1;1;1;3;1;1;1;1;3;3;3;3;3;3;3;3;4;4;4;3
773;1;22;1;4;3;4;4;4;2;1;0;1;3;4;4;3;3;4;4;3;3;2;4;4;2;4;4;3;1;5;4;4;4;5;3;3;3;3;3;3;3;3;1;2;3;3
794;0;22;1;7;2;4;3;2;0;1;0;1;3;5;3;3;3;5;3;3;3;2;5;2;4;3;4;3;2;4;3;4;4;4;4;4;4;3;4;4;4;3;1;1;3;3
798;0;22;1;3;3;5;3;2;0;0;0;0;3;3;3;3;5;5;3;5;3;2;3;4;4;3;4;3;2;3;4;4;3;4;3;3;3;3;4;4;4;4;4;4;4;4
849;0;22;1;1;3;4;2;4;0;0;0;3;3;4;3;3;4;5;5;5;1;2;3;5;3;4;4;1;1;1;2;1;1;1;3;3;4;4;4;5;5;4;1;1;4;4
899;0;22;3;2;3;5;3;5;2;3;2;3;3;3;3;3;3;3;3;3;3;4;3;4;4;4;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;2;1;3;1
227;1;21;1;2;3;4;2;1;5;3;1;0;3;5;3;3;3;5;3;3;2;1;1;1;1;2;1;1;1;1;1;1;2;1;4;4;4;4;4;4;4;4;5;5;5;5
96;1;21;1;5;2;4;3;3;7;6;1;1;3;5;4;4;3;5;3;3;2;1;2;2;3;3;3;2;1;3;2;2;3;2;4;4;4;4;4;3;4;4;5;5;5;5
160;0;21;3;2;2;4;4;4;7;5;3;6;3;2;3;4;2;4;2;2;3;2;3;4;2;2;4;3;5;4;3;4;3;4;3;3;3;3;3;3;3;3;4;4;4;4
183;0;21;1;2;2;4;2;2;0;0;0;0;3;4;3;3;4;4;3;3;2;2;4;2;3;2;2;2;1;2;2;2;1;1;3;3;3;3;3;3;3;3;4;4;4;4
245;1;21;1;6;3;4;3;3;2;2;2;0;3;3;4;4;3;3;3;3;2;3;3;3;2;3;4;4;3;4;3;4;4;4;4;4;4;4;4;3;3;3;3;2;4;4
312;1;21;1;4;4;4;2;2;2;7;1;0;3;4;4;4;3;4;4;4;2;2;1;3;3;1;4;3;2;2;3;3;1;3;3;3;3;3;3;3;3;3;4;3;5;5
534;1;21;1;5;4;4;3;4;4;1;0;0;3;3;2;3;3;3;3;3;3;3;4;2;3;4;3;3;4;4;3;4;4;4;3;3;3;3;3;3;3;3;2;2;3;3
729;1;21;1;5;3;3;3;3;0;1;0;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
855;0;21;1;6;4;5;3;5;0;0;0;0;3;3;2;1;3;3;2;1;4;3;4;3;5;5;4;4;3;4;4;5;5;4;2;1;3;1;1;2;3;1;3;1;2;1
870;1;21;1;5;1;1;1;1;0;4;0;0;3;3;5;3;1;1;1;1;5;1;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;3;1;1;1;1;1;1;1;1
229;1;20;1;6;3;3;4;4;0;2;4;0;3;3;3;3;3;3;3;3;1;1;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
255;1;20;1;2;3;3;2;3;1;0;1;0;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4
315;0;20;1;1;1;2;1;1;1;1;0;0;3;5;3;3;4;5;4;3;2;1;5;2;5;4;2;2;1;5;2;5;4;2;3;3;4;3;3;3;4;3;5;4;5;5
341;1;20;1;5;4;3;1;2;0;0;0;0;3;4;4;3;3;4;4;3;1;2;2;1;1;3;1;1;2;1;1;1;3;1;4;4;3;4;4;4;3;4;3;3;3;3
807;0;20;1;2;4;2;4;4;1;1;0;1;3;4;4;4;4;4;3;4;3;2;4;3;4;2;3;3;3;4;4;4;3;4;4;3;4;3;4;4;3;3;4;4;5;4
847;0;20;1;2;2;3;1;3;2;4;0;6;3;4;3;4;3;4;3;4;2;1;1;2;2;3;2;2;1;1;1;1;3;1;3;3;4;3;3;3;4;3;5;5;5;5
907;0;20;1;3;2;5;3;2;0;3;1;3;3;4;3;3;4;4;4;4;1;5;1;1;1;1;1;1;1;3;2;2;1;1;3;3;3;3;3;3;3;3;3;2;4;4
917;0;20;1;1;3;3;2;5;2;1;0;1;3;4;4;4;3;4;4;4;1;2;3;4;4;3;4;2;2;3;4;4;3;4;3;3;3;3;3;3;3;3;3;2;4;4
931;0;20;1;1;3;3;3;3;1;2;0;0;3;4;4;3;3;4;3;3;3;1;3;2;4;3;5;3;2;4;4;4;3;5;3;3;3;3;3;3;3;3;4;4;4;3
189;0;19;1;7;4;4;3;3;4;4;2;0;3;4;3;3;3;3;2;3;1;1;4;4;4;2;5;4;2;5;5;5;3;5;3;3;3;3;3;2;2;2;2;4;4;4
380;1;19;1;5;3;4;2;3;4;3;3;0;3;4;4;3;2;4;3;3;3;3;4;3;5;4;5;3;4;4;3;5;4;4;3;3;3;3;3;3;2;3;2;3;2;3
131;0;19;1;2;4;4;4;3;3;2;2;2;3;4;3;3;4;4;4;4;3;1;4;2;1;4;4;3;1;2;1;2;4;3;3;4;3;3;3;4;3;3;5;4;5;5
247;1;19;1;7;2;4;2;3;4;1;1;0;3;4;4;4;4;4;3;3;3;3;4;4;3;3;2;1;3;5;5;2;3;1;3;3;3;3;3;3;3;3;1;1;3;3
296;0;19;1;6;5;4;3;5;1;1;1;1;3;4;3;3;4;4;4;4;4;4;5;3;5;3;5;3;3;4;3;4;3;5;3;3;3;3;5;5;5;3;2;1;3;1
297;0;19;1;1;4;3;2;4;0;0;0;0;3;3;3;3;3;3;3;3;3;3;3;3;4;5;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;2;4;4;3
311;0;19;1;5;2;2;2;2;0;3;0;3;3;4;3;3;3;4;3;3;4;1;4;4;4;5;5;4;1;4;4;4;5;4;3;3;3;3;3;3;3;3;4;4;4;4
466;0;19;1;3;5;2;3;5;1;0;0;0;3;2;3;3;4;3;3;3;5;1;5;5;5;5;5;1;2;5;5;5;5;5;3;3;3;3;3;3;3;3;3;3;4;4
608;1;19;4;1;1;1;1;1;0;0;0;0;3;4;3;3;5;4;4;5;4;2;5;3;5;5;3;4;3;3;3;3;5;4;3;3;3;3;4;3;3;3;4;2;5;5
751;1;19;1;4;4;4;4;3;2;0;2;0;3;4;4;3;3;4;3;3;2;2;5;5;5;2;4;4;2;4;4;4;2;3;3;3;4;4;3;3;4;3;3;4;4;4
848;0;19;1;4;3;2;2;3;0;0;0;0;3;3;3;3;3;3;3;3;3;2;3;2;4;5;4;3;2;3;2;4;5;4;3;3;3;3;3;3;3;3;3;3;4;4
860;0;19;1;2;4;3;3;3;1;0;1;0;3;4;3;3;3;3;3;3;3;3;4;3;4;4;3;4;3;3;3;4;4;3;3;3;3;2;2;3;2;2;3;2;3;2
250;1;18;1;5;3;4;4;3;3;1;0;0;3;4;3;3;2;4;3;2;4;4;4;3;4;3;3;3;3;5;3;5;3;3;3;3;3;3;3;3;3;3;4;2;2;4
599;1;25;2;5;4;5;3;4;1;0;1;0;4;5;4;4;4;5;5;5;2;1;3;4;3;3;3;3;2;4;4;3;3;3;5;5;5;4;5;5;5;4;4;4;4;4
190;1;19;1;6;1;3;3;1;1;2;1;2;4;4;5;5;4;5;5;5;1;1;3;2;2;3;3;3;1;2;1;4;3;2;5;5;5;5;4;3;4;5;5;1;5;5
536;0;25;3;5;1;4;3;2;2;2;1;2;4;5;5;5;4;5;3;5;1;1;4;2;4;4;2;2;1;4;2;4;2;2;4;4;3;3;5;5;4;5;5;5;5;5
383;1;24;3;5;4;-99;2;-99;5;1;1;0;4;4;4;4;4;4;4;4;1;5;1;1;1;1;1;1;2;1;4;1;1;1;4;4;3;3;3;3;3;4;4;4;4;4
518;1;24;1;5;2;3;2;3;0;8;5;3;4;4;4;3;4;4;-99;3;1;2;3;1;1;1;1;1;1;3;2;2;2;1;4;-99;4;4;4;4;4;-99;4;4;4;4
677;0;24;1;3;3;4;3;2;6;2;3;1;4;4;4;4;4;4;4;4;1;5;1;1;1;1;1;1;-99;2;2;2;1;3;4;4;-99;4;4;4;4;4;4;4;4;4
893;0;21;1;2;2;3;3;3;-99;-99;0;1;4;4;5;4;5;5;5;5;2;1;2;2;3;1;2;1;1;3;1;2;1;1;4;4;5;4;5;5;5;5;5;5;5;5
276;1;19;1;5;1;3;1;3;6;3;3;0;4;4;3;4;4;4;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;5;5;5;5
378;0;25;3;2;4;5;3;4;0;0;0;0;4;4;4;3;4;4;4;4;4;2;5;5;5;3;5;2;1;4;5;4;3;4;3;3;3;3;4;4;4;4;4;4;5;5
691;1;25;1;7;5;5;5;5;0;0;6;7;4;-99;2;2;3;3;3;5;5;1;5;5;5;5;5;4;3;3;3;4;4;3;4;4;4;4;5;5;5;5;4;5;5;5
458;1;25;2;4;3;4;3;4;5;2;2;0;4;4;4;4;4;3;3;-99;2;3;4;3;2;2;3;2;3;3;3;2;2;4;4;4;4;4;3;3;2;3;3;3;4;4
356;1;25;1;3;4;4;4;4;4;5;4;6;4;4;3;4;4;4;3;4;3;2;3;3;3;2;3;4;1;3;1;3;2;3;3;3;3;3;3;3;3;3;5;4;5;5
448;0;25;1;6;1;4;5;3;3;0;3;2;4;5;3;4;5;5;3;4;2;1;3;2;2;1;2;1;1;3;2;4;1;2;4;5;5;5;5;5;5;5;5;5;5;5
169;1;24;1;4;1;3;3;2;3;0;2;0;4;4;4;4;2;4;3;3;2;2;-99;3;2;2;2;1;2;3;2;3;3;3;4;4;4;4;2;2;2;2;4;2;4;5
355;1;24;4;1;2;4;2;3;1;1;0;1;4;5;4;4;4;5;3;3;2;1;2;2;3;3;3;2;1;2;2;4;2;3;2;2;3;2;3;-99;3;3;5;3;5;5
738;0;23;1;4;3;3;4;3;2;1;2;1;4;4;4;4;4;4;4;4;4;4;4;4;3;1;4;2;1;3;4;4;5;3;3;3;-99;4;4;4;4;4;4;4;4;3
148;0;22;1;1;1;4;1;2;3;4;0;1;4;5;4;5;5;5;-99;5;1;1;2;1;2;2;2;2;1;2;2;3;2;1;5;5;5;5;5;5;5;5;5;5;5;5
697;0;22;1;2;2;3;2;1;4;2;2;2;4;4;4;3;4;5;4;4;1;5;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;4;4;3;3;5;5;5;5
54;0;21;1;1;2;3;2;3;4;1;1;1;4;4;3;3;4;4;3;-99;4;3;4;1;4;1;2;4;3;4;2;4;1;1;4;4;4;4;4;4;4;4;5;5;5;5
141;0;21;1;2;3;4;4;2;-99;0;0;0;4;4;5;2;4;4;4;4;2;4;5;4;5;1;4;2;2;4;5;5;2;3;3;3;4;3;4;4;4;4;1;5;5;2
308;1;21;1;2;2;2;2;2;3;1;2;0;4;4;4;4;4;4;4;4;1;5;1;2;1;2;1;2;1;1;1;1;2;1;4;4;4;4;4;4;4;4;5;4;5;5
603;1;21;1;4;3;4;3;3;5;1;4;1;4;4;5;4;4;4;4;4;1;1;1;2;2;3;3;2;1;1;1;3;3;3;3;3;4;4;3;3;4;4;5;5;5;5
281;1;20;1;1;1;1;1;5;3;3;0;3;4;4;4;4;4;4;4;4;2;1;3;2;2;2;2;3;1;3;1;2;2;2;3;3;3;3;3;3;3;3;5;5;5;5
293;0;20;1;5;3;3;1;3;0;0;5;5;4;4;4;4;4;4;4;4;2;5;1;1;-99;1;1;1;1;1;1;1;1;1;3;4;4;4;4;4;4;4;5;5;5;5
401;1;19;1;3;2;4;3;3;5;5;0;0;4;5;4;4;5;5;5;5;3;2;2;2;3;2;3;1;1;1;1;2;1;1;4;4;4;3;3;3;3;3;5;5;5;5
413;1;19;1;7;3;4;1;4;2;0;0;4;4;4;4;3;4;4;4;3;3;4;4;3;3;3;3;3;3;-99;3;4;3;3;3;3;3;3;3;3;3;3;1;2;4;4
416;1;19;1;5;1;4;4;2;4;2;0;0;4;4;4;4;3;5;3;3;1;3;2;1;2;4;2;1;2;2;1;2;1;3;3;3;3;3;3;3;3;3;5;1;4;4
871;1;18;1;5;3;2;4;5;5;8;5;7;4;4;4;4;3;4;4;4;1;5;1;1;1;1;1;3;2;1;1;1;4;1;4;4;4;4;4;4;4;4;4;4;4;4
554;0;-99;1;2;3;3;3;3;2;1;1;1;4;4;4;4;4;4;4;4;3;2;3;3;3;2;3;3;2;3;3;3;2;3;3;3;3;3;3;3;3;3;4;4;4;4
347;0;25;2;5;3;2;4;3;2;2;5;2;4;4;4;3;4;4;4;4;3;1;3;4;3;5;5;2;1;5;4;5;5;5;3;3;3;3;3;3;3;4;4;4;3;5
51;0;25;1;5;2;3;2;3;0;6;0;0;4;4;3;3;4;4;3;3;3;1;4;3;4;3;3;3;1;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;4;3
199;1;25;3;5;2;4;3;2;5;2;3;1;4;5;3;4;3;4;3;3;2;1;2;1;3;1;1;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;4;4;5;5
346;1;25;1;2;2;4;3;2;3;1;1;1;4;5;4;5;4;5;4;5;2;1;3;4;2;1;1;1;1;2;3;2;1;4;5;5;5;5;4;4;5;4;5;5;5;5
390;1;25;4;7;3;3;3;5;2;2;0;0;4;4;4;4;4;4;4;4;4;3;4;2;5;4;5;4;3;5;2;5;5;4;5;5;5;5;5;5;5;5;2;2;2;3
