id,idcntry,mat,len,cie,dep,rur,sex,age,edm,edp,s01,s02,s03,s04,s05,s06,s07,b01,b02,b03,b04,b05,b06,b07,b08,bok,am1,am2,am3,as1,as2,as3,re1,re2,re3,re4,re5,re6,re7,ma1,ma2,ma3,ma4,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,rep,v01,v02,v03,v04,v05,v06
15261190422,152,712.812180507236,845.207036169785,765.544228786245,1,0,0,12,3,5,1,1,1,1,1,1,1,2,1,1,1,1,0,3,2,2,3,2,3,1,2,1,2,3,2,2,2,3,1,3,3,2,3,2,1,3,2,2,2,3,2,3,2,2,2,2,0,0,0,0,0,0
15260760115,152,562.637621852716,599.868622330838,765.544228786245,0,1,0,13,6,6,1,1,1,0,1,0,1,3,2,0,1,1,2,0,0,3,2,2,2,1,1,2,2,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,1,2,1,0,0,NA,1,0,0
15260180204,152,736.928548663219,754.584712947235,754.755959887372,0,0,0,13,NA,NA,1,1,0,0,0,0,0,3,2,2,1,1,0,3,0,2,3,2,2,1,1,1,1,2,3,2,2,3,3,3,3,3,2,3,2,3,3,3,3,2,2,2,2,2,3,1,0,0,0,0,0,0
15260320204,152,728.898184803912,824.283531453676,765.544228786245,0,0,1,12,6,6,1,1,1,1,1,1,1,3,1,2,1,1,2,2,1,4,3,2,3,2,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,0,0,0,1,0,0
15261790426,152,739.289227960425,680.846579952477,713.512552266962,1,0,0,14,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,6,2,2,3,2,2,1,3,3,2,2,2,3,2,3,3,3,2,2,2,2,3,2,3,2,2,2,2,3,3,4,0,0,1,1,0,0
15261110121,152,669.315890989793,682.652865440504,696.076945443166,1,0,0,13,5,5,1,1,1,1,1,1,1,3,2,1,2,2,0,3,2,5,2,3,1,2,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0
15260970224,152,803.576182068136,738.847160220236,715.91883067435,1,0,0,12,5,5,1,1,1,0,1,1,1,3,2,3,1,1,0,3,2,6,2,2,2,1,1,1,3,2,3,1,3,1,1,3,3,3,2,3,3,3,1,3,2,2,1,3,1,2,2,1,0,0,0,0,0,0
15261760214,152,1081.66461165825,857.424671279448,846.947584308789,1,0,1,12,4,5,1,1,1,1,1,1,1,3,2,3,1,1,0,3,2,5,2,2,1,1,1,1,3,2,1,1,3,3,3,3,3,3,2,3,3,2,2,3,2,2,2,2,2,2,2,1,0,0,0,0,0,0
15241730333,152,758.481775739456,805.359816580475,824.852634341359,1,0,1,12,4,6,1,1,1,1,1,1,NA,2,1,1,1,1,2,1,0,6,3,2,1,1,2,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,3,3,2,2,1,0,0,0,0,0,0
15261400113,152,728.898184803912,683.11426939796,665.591702244863,1,0,0,12,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,3,3,2,3,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0
15260920106,152,946.429002528678,869.013854639774,891.776101262241,1,0,0,11,5,4,1,1,1,1,1,1,1,3,3,3,1,1,0,3,1,6,2,3,1,1,1,2,3,2,3,3,3,3,3,2,3,3,1,3,2,3,3,3,2,3,2,3,2,2,3,1,0,0,0,0,0,0
15261670227,152,739.289227960425,748.422701976674,641.190245977511,1,0,0,13,6,6,1,1,1,1,1,1,1,3,2,2,1,1,0,3,0,3,2,3,2,1,1,1,3,3,3,2,2,2,3,3,3,2,2,2,1,3,2,2,2,3,1,2,2,1,2,1,0,0,0,0,0,0
15260840132,152,817.002471806403,730.59628546646,753.317023249181,0,1,0,12,6,6,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,3,2,2,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0
15261250422,152,924.402929010597,810.175991931238,813.446773133039,1,0,1,12,5,6,1,1,NA,1,1,1,1,3,3,3,1,2,0,3,3,6,2,2,1,1,1,1,2,2,2,2,2,3,2,3,3,2,2,3,2,3,3,3,3,1,2,2,2,2,2,1,0,0,0,0,0,0
15260320209,152,660.284870158124,795.952932222907,865.169380489376,0,0,0,12,NA,NA,1,1,1,1,1,1,1,3,2,2,1,1,2,1,0,6,2,3,3,2,1,1,3,3,3,2,3,3,3,3,3,3,2,2,3,2,3,3,3,2,2,2,3,3,3,1,1,1,0,1,0,0
15260810135,152,562.637621852716,824.283531453676,628.433773981081,0,1,1,12,2,2,1,0,1,0,1,0,0,3,1,0,1,2,NA,2,0,3,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2,2,2,1,3,3,3,3,3,2,1,1,2,2,1,0,0,0,0,0,0
15261740338,152,729.34512063229,759.400762135943,646.65924211913,1,0,0,12,6,6,1,1,NA,1,1,1,1,3,1,2,1,1,2,1,2,5,3,2,3,1,2,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,1,0,0,0,1,0,0
15261410107,152,694.450952545372,819.979720118117,805.021852741926,1,0,1,12,4,3,1,1,1,1,1,1,1,3,1,1,1,1,2,1,0,6,3,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,3,3,3,2,1,0,0,0,0,0,0
15261570132,152,695.410281742729,716.985519714093,690.561387243772,1,0,0,11,3,3,1,1,1,1,1,1,1,3,2,2,1,1,2,3,1,6,3,2,1,1,1,1,2,2,2,2,2,3,2,3,3,2,3,3,2,3,2,2,1,3,2,2,2,2,2,1,0,0,0,0,0,0
15261750332,152,1026.80152421025,863.450270478581,927.950888810507,1,0,0,12,6,6,1,1,1,0,1,1,1,3,3,3,1,1,2,3,1,6,2,2,1,1,1,1,3,1,2,1,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,3,2,2,2,1,0,0,0,1,0,0
15261480204,152,669.315890989793,723.963949505516,696.076945443166,1,0,0,15,6,6,1,1,1,0,1,1,0,3,1,1,1,1,1,2,1,5,3,2,3,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,2,2,1,3,3,3,3,0,0,0,0,0,0
15240850221,152,798.493676630661,921.2830252568,711.655407960354,0,1,1,12,3,3,1,1,1,1,1,1,1,3,2,2,2,1,1,3,0,6,3,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,1,0,0,0,0,0,0
15261910119,152,858.170757505403,896.636802850535,813.446773133039,1,1,0,12,6,6,1,1,1,0,1,0,1,2,1,1,1,1,0,3,1,5,2,3,2,2,1,2,1,2,2,2,2,3,3,3,2,3,1,3,3,3,3,3,2,3,2,1,3,3,3,1,0,0,0,0,0,0
15260270217,152,729.34512063229,730.59628546646,753.317023249181,0,0,1,12,3,6,1,1,1,1,0,0,1,3,2,0,1,1,0,1,0,5,2,3,NA,1,1,1,3,2,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2,2,2,2,3,2,3,1,0,0,0,0,0,0
15260730109,152,744.839526945012,641.765195530861,782.010244112472,0,1,1,13,3,3,1,1,1,1,0,1,1,3,2,3,1,1,0,3,2,6,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0
15261370102,152,758.772746464551,769.305214794915,826.489401061913,1,0,1,12,3,3,1,1,1,1,1,1,1,3,1,3,2,1,1,3,1,3,3,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0
15261510116,152,711.244424554565,863.450270478581,724.630357094242,1,0,0,13,3,3,1,1,1,0,1,0,0,3,1,2,1,1,1,2,0,2,2,2,1,2,1,1,3,2,3,3,2,2,3,2,2,3,3,2,1,3,2,3,2,2,1,2,2,3,3,1,0,0,0,0,1,0
15261660209,152,809.125587361668,805.359816580475,798.742579493849,1,0,1,11,5,5,1,1,1,0,1,1,1,1,0,1,1,1,1,2,0,6,2,2,2,1,2,1,3,2,3,3,3,3,3,3,2,3,2,2,2,3,3,3,2,2,3,3,3,3,3,1,0,0,0,0,0,0
15261380115,152,736.928548663219,673.866863289994,715.91883067435,1,0,0,12,NA,NA,1,1,0,1,1,1,1,3,2,2,1,2,1,2,0,5,2,2,2,2,1,1,2,3,2,2,2,3,2,3,3,2,2,2,2,3,3,2,2,3,2,1,2,3,2,NA,1,1,0,0,0,1
15261400111,152,739.289227960425,763.331321493914,730.865360950977,1,0,0,12,NA,2,1,1,1,1,1,1,1,1,2,1,1,1,0,0,2,4,3,2,2,1,2,3,2,2,2,1,2,2,2,3,2,3,3,2,1,2,2,3,2,3,2,2,2,2,2,1,0,0,0,0,0,0
15261320103,152,658.060683075617,757.601364788394,642.289120208361,1,0,0,15,1,NA,1,1,1,0,1,1,0,3,0,2,1,1,2,1,0,1,3,2,3,1,1,1,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,3,1,0,0,0,0,0,0
15260090102,152,695.410281742729,568.230086876908,732.506338614645,0,0,0,13,3,3,1,1,1,0,1,1,1,3,1,3,1,1,2,2,0,6,2,1,3,2,2,1,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,1,1,3,NA,3,2,3,3,2,1,1,1,1,0,0
15261700123,152,966.020818864017,972.404916702324,1042.1072331922,1,0,0,12,5,5,1,1,1,0,1,1,1,3,1,1,1,1,1,3,2,5,3,2,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,2,2,2,3,1,0,0,0,0,0,0
15260900105,152,900.243306014754,897.252014371893,913.876239201983,1,0,0,12,5,6,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,6,2,2,3,1,2,1,2,2,2,2,2,3,2,3,3,3,3,2,2,1,2,2,2,2,1,2,2,2,1,1,0,1,0,1,0,0
15260690118,152,774.07309766787,726.518530377495,927.950888810507,0,1,1,13,2,4,1,1,1,0,1,1,1,2,2,2,1,1,0,2,1,4,3,2,2,1,1,1,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,1,0,0,0,0,0,0
15261410110,152,744.839526945012,698.831227300814,749.224327285214,1,0,1,13,3,2,1,1,1,0,0,0,1,2,1,1,1,1,0,0,1,5,2,3,2,1,1,1,2,2,3,3,3,3,3,3,2,3,3,1,2,3,3,2,2,2,2,3,1,2,2,1,1,1,1,1,1,0
15260800120,152,825.863996733009,792.333010542342,732.934290711769,0,1,0,12,2,6,1,1,1,0,0,0,0,1,1,0,1,1,NA,0,0,3,2,3,2,1,1,1,2,3,3,2,2,2,3,3,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,3,0,0,0,0,0,0
15261240125,152,868.7581507888,869.013854639774,924.026853924325,1,0,1,12,6,6,1,1,1,1,1,1,1,3,2,3,1,1,1,1,2,5,3,2,1,1,1,1,2,1,2,1,2,2,2,3,3,3,3,2,2,2,2,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0
15260760103,152,728.898184803912,741.642854517584,683.03117751169,0,1,0,13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,0,1,0,1
15261390114,152,720.416838815629,754.584712947235,715.91883067435,1,0,1,12,4,6,1,1,1,1,1,1,1,3,2,3,2,2,2,2,2,3,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,2,2,2,3,3,1,0,0,0,0,1,0
15261840107,152,792.492246086554,787.895636127489,684.35538453142,1,1,0,12,2,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,5,2,3,2,1,1,1,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,2,2,2,2,3,3,2,1,0,0,0,0,0,0
15241140134,152,798.493676630661,834.710937142608,840.774958028732,1,0,0,12,5,5,1,1,NA,1,1,1,NA,3,0,2,2,1,0,3,2,6,2,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,2,2,2,2,3,1,0,0,0,0,0,0
15261390140,152,845.490045409845,972.404916702324,802.106017825931,1,0,1,11,1,3,1,1,1,1,1,1,1,3,2,3,1,2,0,3,3,5,3,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,1,2,3,2,3,1,0,0,0,0,0,0
15260720113,152,780.661072230014,716.985519714093,623.272877631754,0,1,1,13,3,NA,1,1,1,0,0,1,1,1,1,1,1,1,0,2,1,5,2,2,3,1,1,1,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,0,0,0,0,0,0
15230040319,152,760.733568159889,857.424671279448,833.543125254815,1,0,1,12,5,5,1,1,1,1,1,1,1,3,3,3,2,1,3,3,3,6,3,2,2,1,2,2,2,3,1,1,2,3,2,3,3,3,3,2,1,2,1,2,3,3,1,1,1,3,3,1,0,0,0,0,0,0
15261430106,152,1008.49754121488,829.873710286403,920.501348268822,1,0,0,12,NA,NA,1,1,1,1,0,1,1,2,2,1,1,2,2,0,0,2,2,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,2,3,3,2,1,0,0,0,0,0,0
15261000218,152,946.429002528678,857.424671279448,851.931828079107,1,0,1,12,NA,NA,1,1,1,1,1,1,1,3,3,3,2,1,0,3,2,6,2,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0
15260980111,152,932.503930562214,972.404916702324,1008.11637909858,1,0,1,12,6,6,1,1,1,1,1,1,1,2,1,2,2,1,1,3,3,6,3,3,1,1,1,1,2,1,2,2,2,2,2,3,3,3,1,2,2,2,3,1,3,3,2,2,1,3,3,1,0,0,0,0,1,0
15260860211,152,672.582121199344,664.971456102599,730.865360950977,0,1,1,12,2,3,1,1,1,0,0,0,1,2,1,2,1,1,3,0,0,2,3,1,2,2,3,1,1,2,2,1,2,2,2,2,3,2,3,2,3,2,2,2,2,3,3,2,2,1,2,1,0,0,0,0,1,0
15260700111,152,723.520659555658,639.100754841275,552.891974561595,0,1,0,11,3,3,1,0,0,0,1,0,1,2,1,1,1,0,2,0,0,4,2,3,2,2,1,1,3,3,2,3,3,3,2,3,2,3,1,2,2,3,2,2,3,2,2,2,3,2,2,1,0,0,0,0,0,0
15261210308,152,753.380562454932,634.097385591464,754.755959887372,1,0,1,12,5,5,1,1,1,1,1,1,1,3,3,2,1,1,0,3,1,6,3,3,2,1,1,2,2,2,2,1,1,2,2,3,3,2,3,2,2,3,3,2,2,2,1,2,NA,2,2,1,0,0,0,0,0,0
15261780114,152,814.844684373191,791.599892435478,802.106017825931,1,0,0,12,4,6,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,5,2,2,2,1,1,1,1,3,1,3,3,3,2,2,2,3,3,3,1,2,2,2,2,1,1,1,2,1,1,1,0,0,0,1,0,0
15240850226,152,653.737512103024,677.806523511597,621.399458795866,0,1,0,13,2,2,1,1,1,0,1,1,1,3,1,2,1,0,3,1,1,3,3,2,3,2,2,1,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,2,0,0,0,1,1,0
15260770109,152,694.450952545372,673.866863289994,642.90440152109,0,1,0,12,NA,NA,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,3,3,3,3,1,NA,NA,NA,NA,NA,NA
15260360203,152,758.772746464551,682.652865440504,642.90440152109,0,0,1,12,NA,NA,1,1,1,1,1,1,1,3,3,3,2,1,0,3,1,6,2,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,0,0,1,0,0,0
15261820105,152,769.889329752686,713.114066464248,696.076945443166,1,1,0,12,3,3,1,1,1,0,1,0,0,2,2,0,1,1,0,3,2,5,2,3,2,1,1,2,2,2,3,2,2,1,3,3,3,3,2,2,2,2,2,2,2,3,1,2,3,3,3,1,0,0,0,0,0,0
15260210308,152,694.450952545372,699.937958042216,541.793585145046,0,0,0,12,2,2,1,1,NA,NA,1,NA,NA,2,2,NA,0,1,0,1,0,4,3,2,3,2,1,1,2,2,3,3,2,3,2,2,3,3,3,1,3,3,3,3,3,2,2,3,2,2,3,1,0,0,0,0,0,0
15260320223,152,828.651924839791,726.349200536683,684.35538453142,0,0,0,12,2,2,1,1,1,1,1,1,1,3,1,2,1,1,0,3,3,2,2,3,1,2,1,1,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,2,2,2,2,2,3,1,0,0,0,0,0,0
15261010204,152,894.930726172746,791.599892435478,821.19714889962,1,0,0,12,NA,5,1,1,1,1,1,1,1,2,3,3,2,1,1,3,1,6,2,2,2,1,1,2,2,3,3,2,2,2,3,3,3,2,2,2,2,1,2,2,2,3,2,2,1,3,2,1,0,0,0,0,0,0
15261400121,152,669.315890989793,723.963949505516,675.696447191491,1,0,0,12,NA,3,1,1,1,1,1,1,1,3,2,1,1,0,3,2,2,3,3,2,3,1,2,2,2,3,3,3,2,3,3,3,3,3,3,2,1,2,2,3,2,2,2,2,2,2,2,1,1,0,1,1,0,0
15261000204,152,1036.60858841237,885.855040893083,937.980165219589,1,0,0,12,3,6,1,1,1,1,1,1,1,3,1,3,2,1,0,3,2,6,3,2,3,1,1,1,3,2,2,2,2,2,2,3,3,3,2,2,2,2,1,2,3,3,1,3,2,2,3,1,0,0,0,0,0,0
15260970205,152,868.7581507888,833.132483220304,846.947584308789,1,0,1,12,6,6,1,1,0,1,1,1,1,2,3,1,1,1,0,3,2,5,3,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,2,2,3,3,2,1,0,0,0,0,0,0
15260200104,152,868.7581507888,811.726714003948,763.468318954096,0,0,0,12,3,3,1,1,1,1,1,1,1,3,2,2,1,1,0,3,0,4,3,2,2,2,2,1,3,2,3,2,2,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,2,2,3,1,0,0,0,0,0,0
15260220207,152,799.820972702492,885.855040893083,765.811031204051,0,0,0,12,4,4,1,1,1,0,1,1,NA,2,3,3,1,1,0,3,2,5,2,2,1,2,1,1,2,1,2,1,1,2,3,3,3,3,2,2,2,1,1,2,1,2,1,1,2,3,2,1,0,0,0,0,1,0
15261200202,152,848.058473331494,771.520866736981,724.186395252544,1,0,0,13,5,5,1,1,0,1,1,1,1,3,3,3,2,2,0,3,3,6,3,2,3,1,2,2,2,1,1,2,2,2,2,2,1,3,3,3,1,1,1,2,2,2,1,3,1,2,3,1,0,0,0,0,0,1
15261270318,152,836.438130653331,921.2830252568,891.483958358023,1,0,0,12,4,5,1,1,1,1,1,1,1,3,1,2,1,1,0,3,2,6,2,2,2,2,1,1,2,3,3,2,2,3,3,2,2,3,2,2,2,2,2,1,3,1,2,2,NA,3,3,1,0,0,0,0,0,0
15261330113,152,712.447327036874,690.69273234761,795.69693553946,1,0,1,12,4,5,1,1,1,0,1,1,1,3,3,3,1,NA,3,0,1,6,2,2,2,1,1,1,3,2,3,3,2,2,3,3,3,3,2,3,2,2,3,3,3,3,3,3,2,3,3,1,0,0,0,0,0,0
15261760205,152,799.820972702492,583.677750516308,641.190245977511,1,0,0,12,NA,NA,1,1,0,1,1,1,0,3,2,2,1,1,1,3,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
15261370129,152,1150,933.044130210279,891.776101262241,1,0,1,12,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,0,6,3,2,2,1,2,1,3,2,3,3,2,3,3,3,3,3,2,3,3,2,2,3,2,2,2,3,3,2,2,1,0,0,0,1,0,0
15241140104,152,836.438130653331,829.873710286403,840.774958028732,1,0,1,13,5,5,1,1,1,0,1,1,1,3,2,3,2,3,1,1,0,3,2,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,1,3,3,3,3,3,1,0,0,0,0,0,0
15261500216,152,868.7581507888,792.333010542342,783.38611365402,1,0,1,12,4,4,1,1,1,1,1,1,1,3,1,1,1,1,3,1,0,6,2,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,1,3,1,0,0,0,0,0,0
15260820109,152,894.930726172746,748.422701976674,783.707674904887,0,1,0,13,6,6,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,3,3,2,2,1,1,1,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,3,2,0,0,0,0,0,0
15260300104,152,651.300084529039,699.937958042216,813.446773133039,0,0,0,12,NA,NA,1,1,1,0,1,1,1,3,2,2,1,1,1,0,1,5,2,2,2,2,1,1,2,2,2,2,2,2,1,3,3,3,2,3,1,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0
15260060120,152,591.514968906535,539.718916259426,675.696447191491,0,0,0,12,2,2,1,1,1,1,1,1,0,3,2,1,1,1,1,3,0,5,2,2,2,1,1,1,2,2,2,1,2,2,3,3,2,3,2,2,1,2,3,2,1,2,2,3,2,2,1,1,0,0,0,0,0,0
15261670223,152,825.863996733009,984.463521283823,851.931828079107,1,0,0,12,4,5,1,1,1,0,1,1,1,3,1,2,1,1,2,2,2,3,2,2,2,1,1,1,2,3,2,2,3,2,2,3,3,2,2,2,1,2,2,3,2,3,2,2,2,3,3,1,0,0,0,0,0,0
15240430102,152,678.080195869449,664.971456102599,732.506338614645,0,1,1,12,NA,2,1,0,NA,0,1,0,1,3,2,1,1,1,1,1,1,3,3,2,2,1,1,1,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,1,0,0,0,0,0,0
15260950221,152,809.125587361668,805.359816580475,798.742579493849,1,0,1,13,NA,NA,1,1,NA,NA,NA,1,NA,3,2,3,1,1,0,3,2,6,3,2,3,2,2,2,1,2,2,2,1,1,2,2,2,3,3,3,2,2,2,2,2,2,3,1,2,3,3,2,1,0,1,0,1,0
15260150121,152,916.031434716938,774.412789467286,763.468318954096,0,0,0,12,2,3,1,1,1,NA,1,1,1,3,2,1,1,1,2,0,2,3,3,2,3,2,1,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,2,1,1,3,3,2,3,1,0,0,0,0,0,0
15261790440,152,922.152892158028,857.424671279448,871.251165904074,1,0,0,12,3,5,1,1,1,0,1,1,1,3,1,2,1,1,1,3,1,5,2,3,3,1,2,2,1,3,3,2,3,2,3,1,3,1,3,3,3,2,3,2,2,2,1,2,1,3,3,1,0,1,0,1,0,0
15241180109,152,903.363480240609,740.260577341231,849.039821652269,1,0,0,12,5,5,1,1,1,1,1,1,1,2,2,3,1,1,2,1,2,6,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,3,3,1,0,0,0,0,0,0
15261610119,152,695.410281742729,763.331321493914,732.506338614645,1,0,1,12,3,6,1,1,1,0,1,0,1,2,1,1,1,1,3,1,0,6,2,3,2,1,1,2,3,2,3,1,1,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,0
